"Marca temporal","¿En qué región vives actualmente?","¿Qué edad tienes?","¿Cuál es tu sexo?","¿Cuál es tu grado de instrucción?","¿Cuántos años de experiencia tienes en Desarrollo Web?","¿Cuál es tu situación laboral actual como desarrollador web? ","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual ¿Tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual bruto (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual con tu sueldo bruto hace doce meses, dirías que:","Tu función principal en el desarrollo web es:","¿Qué sistema operativo usas principalmente como entorno de desarrollo?","¿Qué herramientas para desarrolladores (developer tools) de tu navegador utilizas?","¿Cuantos años de experiencia tienes con...? [.NET]","¿Cuantos años de experiencia tienes con...? [Go]","¿Cuantos años de experiencia tienes con...? [Java]","¿Cuantos años de experiencia tienes con...? [Node.js]","¿Cuantos años de experiencia tienes con...? [PHP]","¿Cuantos años de experiencia tienes con...? [Python]","¿Cuantos años de experiencia tienes con...? [Ruby]","¿Cuantos años de experiencia tienes con...? [Rust]","¿Qué frameworks backend cononces?","¿Qué frameworks backend utilizas?","¿Qué frameworks de JavaScript conoces?","¿Qué frameworks de JavaScript utilizas?","¿Con qué pre/post procesadores has trabajado?","¿Con qué herramientas de automatizacion has trabajado?","¿Con qué bases de datos relacionales has trabajado?","¿Con qué bases de datos no relacionales has trabajado?","¿Con qué plataformas Cloud has trabajado?","¿A través de qué medios aprendes sobre desarrollo web?","¿Para qué sistemas operativos móviles has desarrollado aplicaciones?","Si desarrollas webapps móviles ¿Qué frameworks has utilizado para su desarrollo?"
"2019/01/18 10:59:46 a. m. GMT-5","Lima","31 - 40 años","Hombre","Estudiante de universidad","Mayor a 10 años","Trabajo como dependiente","","","Sí","","Sí","De 5501 a más","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory;Accesibilidad","Menos de 1 año","Menos de 1 año","Menos de 1 año","Más de 6 años","Más de 6 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Express, Hapi","Express, Hapi","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;D3.js;Dojo;Vue.js;Sencha;Preact","React;D3.js","SASS;LESS;Stylus","Grunt;Gulp;WebPack","MySQL;PostgreSQL","MongoDB;Redis;CouchDB;Firestore","Amazon Web Services;Google Cloud Platform","Documentación en la web;Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo;YouTube","Webapps móviles (híbridas para cualquier plataforma)","Apache Cordova;Phonegap;Reac Native;Progressive Web Apps"
"2019/01/18 11:20:53 a. m. GMT-5","Lima","24 - 30 años","Mujer","Graduado de instituto","De 1 a 3 años","Trabajo como dependiente","","","Sí","","Sí","De 1501 a 2500 soles","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Inspector de almacenamiento / Resources / Storage;Accesibilidad","No conozco","No conozco","No conozco","De 1 a 3 años","No conozco","No conozco","Menos de 1 año","No conozco","Laravel (PHP);Django (Python);Ruby on Rails","Solo veo Front","AngularJS;React;Vue.js","Ninguno sólo nativo.","SASS;Pug;Handlebars","Gulp;WebPack","MySQL;Microsoft SQL Server","MongoDB;Apache Cassandra","Una nube privada (implementación a medida);Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework"
"2019/01/18 11:32:13 a. m. GMT-5","Lima","24 - 30 años","Hombre","Estudiante de universidad","De 1 a 3 años","Trabajo como independiente","","","","Sí","Sí","De 1501 a 2500 soles","Es igual","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage","De 1 a 3 años","No conozco","De 1 a 3 años","De 1 a 3 años","De 1 a 3 años","De 1 a 3 años","No conozco","No conozco","Laravel (PHP);Django (Python);Spring Boot (Java);express","Laravel (PHP);Django (Python);Spring Boot (Java);express","AngularJS;React;Vue.js;Angular","AngularJS;React;Vue.js;angular","Pug","Gulp;WebPack;ejs","MySQL;PostgreSQL","MongoDB","Una nube privada (implementación a medida)","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Comunidades locales de desarrollo","Android;Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework"
"2019/01/18 11:33:59 a. m. GMT-5","Arequipa","24 - 30 años","Mujer","Estudiante de universidad","De 1 a 3 años","Trabajo como dependiente","","","No","","Sí","Menos de 1500 soles","Es igual","Frontend","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Django (Python);Symfony (PHP)","Laravel (PHP);Django (Python)","jQuery;jQuery UI;AngularJS;Vue.js","jQuery;Vue.js","SASS;Pug;CoffeeScript","Gulp","MySQL","MongoDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Libros, revistas y otras publicaciones impresas;En la universidad o instituto","",""
"2019/01/18 11:45:34 a. m. GMT-5","Lima","24 - 30 años","Hombre","Estudiante de universidad","De 6 a 10 años","Trabajo como dependiente e independiente","Sí","Sí","","","Sí","De 5501 a más","Ha aumentado","Fullstack","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Rendimiento / Timeline / Performance;Canvas;Audio web","Menos de 1 año","No conozco","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","Más de 6 años","De 1 a 3 años","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Play Framework (Java);Flask (Python);Sinatra (Ruby);Webpy (Python);Bottle (Python)","Laravel (PHP);Django (Python);Ruby on Rails;Flask (Python);Sinatra (Ruby)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;D3.js;Vue.js;Sencha","jQuery;jQuery UI;React","SASS;LESS;Stylus;Pug;CoffeeScript;PostCSS","Grunt;Gulp;WebPack;Parcel","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB;Redis;CouchDB","Amazon Web Services;Una nube privada (implementación a medida);Google Cloud Platform","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo","Android;Webapps móviles (híbridas para cualquier plataforma);iOS","Reac Native"
"2019/01/18 12:10:19 p. m. GMT-5","Lima","24 - 30 años","Hombre","Estudiante de universidad","De 1 a 3 años","Trabajo como independiente","","","","Sí","Sí","Menos de 1500 soles","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger","No conozco","No conozco","De 1 a 3 años","Menos de 1 año","De 1 a 3 años","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP)","Laravel (PHP);CodeIgniter (PHP)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;D3.js;Vue.js;Sencha","jQuery;jQuery UI;Ember.js;Vue.js","SASS;Pug","Gulp;WebPack","MySQL;Microsoft SQL Server;Oracle Database","","Digital Ocean","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo","Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework"
"2019/01/18 12:17:22 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de instituto","De 4 a 6 años","Trabajo como dependiente","","","No","","Sí","De 2501 a 3500 soles","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","Menos de 1 año","No conozco","No conozco","Menos de 1 año","De 1 a 3 años","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Symfony (PHP)","Laravel (PHP)","jQuery;AngularJS;React;Vue.js","AngularJS;React;Vue.js","SASS;LESS;Stylus;Pug","Gulp;WebPack","MySQL","MongoDB","cpanel","Documentación en la web;Cursos en línea de plataformas de pago;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","",""
"2019/01/18 12:41:07 p. m. GMT-5","Lima","17 - 23 años","Hombre","Estudiante de universidad","De 1 a 3 años","Trabajo como dependiente e independiente","Sí","No","","","No","De 1501 a 2500 soles","Ha aumentado","Frontend","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Canvas","No conozco","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Spring Boot (Java)","Spring Boot (Java)","jQuery;AngularJS;React;Vue.js","AngularJS;React","SASS;LESS;Pug","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Una nube privada (implementación a medida);Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;En la universidad o instituto;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma);iOS","Ionic Framework;Apache Cordova;Phonegap;Reac Native;Progressive Web Apps"
"2019/01/18 2:35:09 p. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de instituto","De 6 a 10 años","Trabajo como dependiente e independiente","Sí","Sí","","","Sí","De 1501 a 2500 soles","Es igual","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance","Menos de 1 año","No conozco","Menos de 1 año","No conozco","De 1 a 3 años","No conozco","No conozco","No conozco","","","jQuery","jQuery","SASS;Pug","","MySQL;Microsoft SQL Server;Oracle Database","","","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;En la universidad o instituto;Comunidades locales de desarrollo;Seminarios Web / Webinars","",""
"2019/01/18 2:35:17 p. m. GMT-5","Lima","24 - 30 años","Mujer","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","No","","Sí","De 2501 a 3500 soles","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance","No conozco","No conozco","Menos de 1 año","De 1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año","No conozco","Laravel (PHP);Django (Python);Spring Boot (Java)","","jQuery;jQuery UI;AngularJS;React;Vue.js","jQuery;AngularJS;React;Vue.js","SASS;Stylus","Gulp","MySQL","MongoDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Seminarios Web / Webinars","","Ionic Framework;Reac Native;Progressive Web Apps"
"2019/01/18 2:43:20 p. m. GMT-5","Lima","17 - 23 años","Mujer","Graduado de instituto","Menos de 1 año","Trabajo como dependiente","","","Sí","","Sí","De 2501 a 3500 soles","Ha aumentado","Fullstack","Microsoft Windows","Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Rendimiento / Timeline / Performance","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","Express (Node.js)","Express (Node.js)","jQuery;AngularJS;React;Vue.js","React","","WebPack","","MongoDB","Google Cloud Platform","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups","",""
"2019/01/18 3:53:31 p. m. GMT-5","Callao","24 - 30 años","Hombre","Graduado de instituto","De 1 a 3 años","Trabajo como dependiente","","","Sí","","Sí","De 2501 a 3500 soles","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Inspector de almacenamiento / Resources / Storage","No conozco","No conozco","No conozco","Menos de 1 año","No conozco","No conozco","No conozco","No conozco","Express (Node.js);Sails","Express (Node.js)","jQuery;jQuery UI;AngularJS;React;Vue.js;Typescript","jQuery;React;Typescript - redux","SASS;LESS;Stylus;Pug;PostCSS","Grunt;Gulp;WebPack","MySQL;Microsoft SQL Server","MongoDB;DynamoDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;En la universidad o instituto;meetups","",""
"2019/01/18 5:05:45 p. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente","","","Sí","","No","De 3501 a 4500 soles","Ha aumentado","Frontend","Mac","Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","No conozco","No conozco","No conozco","Menos de 1 año","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Django (Python);Flask (Python);Express (Node.js)","Laravel (PHP);Flask (Python);Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;D3.js;Vue.js","jQuery;jQuery UI;Vue.js","SASS;LESS;Stylus;Pug;PostCSS","Gulp;WebPack","MySQL","MongoDB","Amazon Web Services;Google Cloud Platform;Digital Ocean","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas","iOS","NativeScript"
"2019/01/18 6:04:37 p. m. GMT-5","Lima","24 - 30 años","Mujer","Estudiante de universidad","De 1 a 3 años","Trabajo como dependiente e independiente","Sí","Sí","","","Sí","De 3501 a 4500 soles","Ha aumentado","Frontend","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);Django (Python);Ruby on Rails;Express (Node.js);Sails","Laravel (PHP);Django (Python);Express (Node.js);Sails","jQuery;jQuery UI;AngularJS;React;Vue.js","jQuery;React","SASS;Stylus;Pug","Gulp;WebPack","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB","Amazon Web Services;Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","No",""
"2019/01/18 6:57:25 p. m. GMT-5","Callao","24 - 30 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente e independiente","Sí","No","","","Sí","De 1501 a 2500 soles","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory","No conozco","No conozco","Menos de 1 año","Menos de 1 año","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Express (Node.js)","Laravel (PHP);CodeIgniter (PHP);Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;D3.js;Vue.js","jQuery;jQuery UI;AngularJS;Vue.js","PostCSS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB","Amazon Web Services;Google Cloud Platform;Digital Ocean","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Seminarios Web / Webinars","Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Apache Cordova;Phonegap;Progressive Web Apps"
"2019/01/18 8:19:46 p. m. GMT-5","Junín","24 - 30 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","No","De 2501 a 3500 soles","Ha aumentado","Fullstack","Mac","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode","No conozco","No conozco","Menos de 1 año","Menos de 1 año","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Express (Node.js)","Laravel (PHP);Express (Node.js)","jQuery;AngularJS","AngularJS","SASS;Pug","Gulp;WebPack","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB","Una nube privada (implementación a medida)","Documentación en la web;Cursos en línea de plataformas de pago;Libros, revistas y otras publicaciones impresas","",""
"2019/01/18 9:30:49 p. m. GMT-5","Lima","17 - 23 años","Mujer","Estudiante de universidad","Menos de 1 año","No trabajo actualmente","","","","","","","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","No conozco","No conozco","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco","Django (Python);Ruby on Rails;Flask (Python)","","jQuery;jQuery UI;AngularJS;React;Vue.js","jQuery;jQuery UI","SASS","","","","Google Cloud Platform;Microsoft Azure;IBM Cloud","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En grupos de amigos o compañeros de trabajos / Meetups;Seminarios Web / Webinars","",""
