#,"Región en la que vives actualmente","¿Cuántos años de experiencia tienes en Desarrollo Web?","Grado de instrucción",Edad,Género,"Situación laboral","Si eres trabajador dependiente, ¿estás en planilla?","Si eres trabajador independiente, ¿emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual respecto de tu sueldo de hace doce meses atrás, dirías que:","¿Qué sistema operativo usas principalmente para desarrollo web?",Other,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory",.NET,Go,Java,"node.js / io.js",PHP,Python,Ruby,"Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)","Flask (Python)","webpy (Python)","Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,D3.js,dojo,ember.js,jQuery,"jQuery UI",React,Zepto.js,Other,CoffeeScript,Jade,LESS,PostCSS,SASS,Stylus,Other,Broccoli,Grunt,Gulp,Other,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,Other,CouchDB,"Apache Cassandra",MongoDB,Redis,Other,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",Other,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",Other,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",Other,"Si desarrollas web/apps móviles ¿Qué frameworks has utilizado para desarrollar web/apps móviles?",Other,"Start Date (UTC)","Submit Date (UTC)","Network ID"
5a909ad09382ab963b72f14b6aea67fb,Lima,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como dependiente",Si,Si,1,"Menos de 1500 nuevos soles","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,,,,"No conozco","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco",,,,,"Zend Framework (PHP)",,"Django (Python)",,,,,,,,,,,jQuery,,,,,,Jade,,PostCSS,,Stylus,,,Grunt,Gulp,,,"MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,DynamoDb,"Amazon Web Services",,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo",,,Android,,,,,Android,"2016-04-21 04:23:27","2016-04-21 04:27:48",71301e47df
c9a86fcfd80dda20aad99bde98836d57,Lambayeque,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como independiente",,Si,1,"De 1501 a 2500","Ha aumentado",Windows,,,,"Editor de estilos / Sources / Resources",,,,,,"1 a 3 años","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","Menos de 1 año","Play Framework (Java)",,"Laravel (PHP)",,,,"Django (Python)",,,,,,AngularJS,,,,,jQuery,,,,,,Jade,,,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,CouchDB,,MongoDB,,,"Amazon Web Services","Google Cloud Platform",,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,"Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo",,,Android,,,,"Ionic Framework",,"2016-04-21 04:40:26","2016-04-21 04:47:01",a8a74001d7
936d3abb0775c6b2d1f91288644ec2a5,Lambayeque,"Uno a tres años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,No,1,"De 3501 a 4500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","1 a 3 años","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails",,AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,,,LESS,,SASS,Stylus,,,,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,,PHONEGAP,Phonegap,,"2016-04-21 04:42:49","2016-04-21 04:48:37",8a6f956a92
34f6a5d89bb80bd6d4283233414b5301,Lambayeque,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,Consola,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","4 a 6 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,Jade,,,,Stylus,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,,"Microsoft Azure",,,"En la universidad o instituto",,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,Android,,,,Phonegap,,"2016-04-21 04:42:54","2016-04-21 04:55:10",24d02cc37b
7bc6bec0cb091f72102db01a2bdfb021,Lima,"Uno a tres años","Graduado de universidad","31 - 40 años",Masculino,"No trabajo actualmente",No,No,1,"De 2501 a 3500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"4 a 6 años","No conozco","1 a 3 años","No conozco","Más de 6 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,,,,,,,,,,,,,jQuery,,,,,,,LESS,,,,,,,Gulp,,,"MySQL (y derivados)",,,,,,,,sqlite,,,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web",,,,,,,Android,,,,Cordova,,"2016-04-21 05:14:46","2016-04-21 05:19:43",605fb610e4
9da3b3cc9a59397edf2c45afe8439ae0,Lambayeque,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,0,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","1 a 3 años","No conozco","No conozco",,,"Laravel (PHP)",,"Zend Framework (PHP)",,,,,,,,,,,,,,"jQuery UI",,,,,,,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,,,"2016-04-21 04:59:13","2016-04-21 05:21:49",3e773bfdd5
fb40aae940aaafd0d082d71132abad8d,Lima,"Menos de un año","Estudiante en instituto","17 - 23 años",Masculino,"Trabajo como independiente",No,No,0,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","No conozco","Menos de 1 año","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Play Framework (Java)",,,,,,"Django (Python)","Flask (Python)",,,"Ruby on Rails",,AngularJS,,,,,jQuery,"jQuery UI",React,,,,,,,SASS,,,,Grunt,,,,"MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,"Amazon Web Services","Google Cloud Platform",,,,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,"Comunidades locales de desarrolladores",,Android,,,,Cordova,,"2016-04-21 05:02:03","2016-04-21 05:27:43",32ef959fd1
b0df4299af786a2e2eb8feb031d27510,Tacna,"Más de seis años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como independiente",,Si,1,"Menos de 1500 nuevos soles","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","4 a 6 años","Más de 6 años","Menos de 1 año","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,,D3.js,,,jQuery,,React,Zepto.js,Riot.js,,Jade,,,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)","Cloud9 IDE",,,,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo",,,Android,,"Webapps móviles (web móvil o app para Android/iOS)","Ubuntu Phone",Cordova,,"2016-04-21 05:20:04","2016-04-21 05:29:23",6332ab6689
163064481d789df8761a25b1168bee6b,Lima,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente",Si,No,0,"De 4501 a 5500","Es igual",Windows,,,Consola,,,,,,,"1 a 3 años","No conozco","1 a 3 años","No conozco","No conozco","No conozco","No conozco",,,,,,,,,,,"Ruby on Rails",,,,,,,jQuery,"jQuery UI",,,,,,,,SASS,,,,,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,,,,,,,,,,,,"Documentación en la web",,,,,,,,,,,,,"2016-04-21 05:45:27","2016-04-21 05:48:21",800dbc8089
d5b88ed6048f841806ea490a7eb85f02,Lima,"Cuatro a seis años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,No,0,"De 5501 a más","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",,,,,,,,"No conozco","No conozco","No conozco","1 a 3 años","4 a 6 años","No conozco","1 a 3 años",,,,,,,,,,,"Ruby on Rails",,AngularJS,backbone.js,,,,jQuery,,,,,CoffeeScript,Jade,LESS,,SASS,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,"Amazon Web Services","Google Cloud Platform",,,,,,,,,,"Cursos en línea, en plataformas de pago",,,,,iOS,,,"React Native",,"2016-04-21 05:07:41","2016-04-21 06:04:48",a26c132a40
042fef0b29ac8ee2639f5b0316f75e86,Lima,"Menos de un año","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,0,"De 2501 a 3500","Ha aumentado",Linux,,,,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","No conozco","No conozco","Menos de 1 año","No conozco","No conozco",,,,,,,"Django (Python)",,,,,,,,,,,jQuery,,,,,,,,,SASS,,,,,,,,"MySQL (y derivados)",,,,,,,,,,,"Microsoft Azure","Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)",,,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,,,,,Phonegap,,"2016-04-21 06:21:46","2016-04-21 06:26:33",3c306e0c4a
320df40dc4df83d0dc42749b17526fec,Lambayeque,"Menos de un año","Graduado de universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,,,,,"1 a 3 años","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,,,,,,,,,,Stylus,,Broccoli,,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,,,Ninguna,,,,,Ninguna,,,,"Documentación en la web",,,,,,,Android,,,,Phonegap,,"2016-04-21 06:03:28","2016-04-21 06:41:06",73ec62ae5e
34a77ded862f724c45982d3497104654,Lima,"Uno a tres años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"De 1501 a 2500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","4 a 6 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,"Zend Framework (PHP)",,,,,,"Ruby on Rails",,AngularJS,,,dojo,,jQuery,"jQuery UI",,,,,Jade,LESS,,SASS,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web",,,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-21 07:07:27","2016-04-21 07:13:12",50a5e152de
b4022ac77571b758987474e5f91b608b,Lima,"Uno a tres años","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año","No conozco","Play Framework (Java)",,,,,,,,,,,,,backbone.js,,,,jQuery,,,,,,,,,,,,,,,,,"MySQL (y derivados)",,,,,,,,,"Amazon Web Services",,"Microsoft Azure",,Rackspace,,,,"Documentación en la web",,,,,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-21 07:13:06","2016-04-21 07:18:05",6186df6014
45c6e22420d2cb2f2bb172fa5090a92f,Ancash,"Menos de un año","Estudiante en instituto","17 - 23 años",Masculino,"Trabajo como independiente",No,Si,0,"De 3501 a 4500","Ha aumentado",Windows,,,,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco",,,,,"Zend Framework (PHP)",,,,,,,,,,,,,,"jQuery UI",,,,,,,,SASS,,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,,"Google Cloud Platform","Microsoft Azure",,,"En la universidad o instituto",,,,,,,,,,Android,,,,Phonegap,,"2016-04-21 07:53:01","2016-04-21 08:00:22",4d4909bc5c
afaec62b30029f0a553841b3944164cf,Ica,"Más de seis años",Escolar,"17 - 23 años",Masculino,"Trabajo como independiente",No,No,1,"De 5501 a más","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","No conozco","No conozco","No conozco","Menos de 1 año","Más de 6 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,"Bottle (Python)",,"Flask (Python)",,,"Ruby on Rails",,AngularJS,,,,,jQuery,"jQuery UI",React,,,,,LESS,,SASS,Stylus,,,Grunt,,,,"MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,,,,,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,,,"2016-04-21 09:23:38","2016-04-21 09:27:00",54ecadedb5
9cccbb11fbc30eff9bb5476f5c83ad4c,Lima,"Más de seis años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente",Si,Si,1,"De 5501 a más","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",,,,,,,,"Más de 6 años","Menos de 1 año","4 a 6 años","Más de 6 años","Más de 6 años","1 a 3 años","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,"Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails",,AngularJS,backbone.js,D3.js,dojo,ember.js,jQuery,"jQuery UI",React,,,,Jade,LESS,,SASS,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,CouchDB,,MongoDB,,,"Amazon Web Services",,"Microsoft Azure",,,,,,"Documentación en la web",,,,,,,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-21 11:00:42","2016-04-21 11:06:01",e46ca21072
9027cd5d6bd1e55dd62dc0dc31c3a715,Lima,"Uno a tres años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente",Si,,1,"De 3501 a 4500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"4 a 6 años","No conozco","Menos de 1 año","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año",,,"Laravel (PHP)",,,,"Django (Python)",,,,"Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,,,ember.js,jQuery,"jQuery UI",React,,,CoffeeScript,,,,SASS,,,,,Gulp,Webcompiler,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,"Microsoft Azure","Una nube privada (implementación a medida)",,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-21 12:19:09","2016-04-21 12:26:53",2fdfa50f48
7f186e1a2b6228625c19b568b758c5d4,Lima,"Más de seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",No,Si,1,"De 4501 a 5500","Es igual",Mac,,"Inspector / Elements / DOM Explorer",,,,,,,,"No conozco","No conozco","No conozco","Menos de 1 año","No conozco","Más de 6 años","Menos de 1 año",,,,,,"Bottle (Python)","Django (Python)","Flask (Python)","webpy (Python)",,,,,,,,,jQuery,"jQuery UI",React,,,,,,,SASS,,,,,,"npm scripts","Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,,Redis,,"Amazon Web Services","Google Cloud Platform",,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,,,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-21 13:34:17","2016-04-21 13:39:23",82ca601f4c
5368d299eb6c4e780f78cdb5b7961c82,Callao,"Más de seis años","Estudiante en instituto","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",No,Si,1,"De 4501 a 5500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","No conozco","No conozco","4 a 6 años","No conozco","No conozco",,,,,"Zend Framework (PHP)",,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,LESS,,SASS,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,,,,,,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web",,,,,,,Android,,,,,,"2016-04-21 13:49:09","2016-04-21 13:54:13",a41acfdcc1
e45a758220227784bd882d8ed614d352,Lima,"Cuatro a seis años",Maestría,"24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 3501 a 4500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","4 a 6 años","4 a 6 años","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,"Zend Framework (PHP)",,"Django (Python)","Flask (Python)","webpy (Python)",,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,Jade,,,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,"Amazon Web Services",,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,Android,iOS,,,Cordova,,"2016-04-21 14:08:27","2016-04-21 14:12:00",45153133aa
019811ed7c63b2e909f16135280ce17f,Lima,"Cuatro a seis años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como dependiente",No,No,1,"De 5501 a más","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años",,,,,,"Bottle (Python)","Django (Python)",,"webpy (Python)","Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,,,,jQuery,"jQuery UI",React,,,CoffeeScript,Jade,,,SASS,Stylus,,,Grunt,Gulp,,,"MySQL (y derivados)",,PostgreSQL,,,,,Redis,,"Amazon Web Services","Google Cloud Platform",,,,,,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-21 14:09:11","2016-04-21 14:13:02",ff623fa5e8
e4b84afffea1b16ac52def5b4cc61be6,Arequipa,"Menos de un año","Estudiante en universidad","17 - 23 años",Femenino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,"Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage",,,"No conozco","No conozco","1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,,"jQuery UI",,,,,,LESS,,SASS,,,,Grunt,,,,"MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,,,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web",,,,"En grupos de amigos o compañeros de trabajo",,,Android,,,,Cordova,,"2016-04-21 14:37:14","2016-04-21 14:40:46",b8b4057df7
31b7bf04b41d6bce8e953961b416c306,Callao,"Uno a tres años","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como dependiente",Si,Si,1,"De 1501 a 2500","Ha aumentado",Windows,,,Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","No conozco","No conozco","Menos de 1 año","No conozco","No conozco",,,,,"Zend Framework (PHP)",,,,,,,,,,,,,jQuery,,,,,,Jade,,,SASS,Stylus,NEAT,,,Gulp,,,"MySQL (y derivados)",,,,,,,,,,,,,,,,,"Documentación en la web",,,,,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-21 14:14:19","2016-04-21 14:55:33",fe7eea7171
b9d7bfa867c69ec7d97f5993cdbd54da,"La Libertad","Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,No,1,"De 1501 a 2500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año","4 a 6 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,"Zend Framework (PHP)",,,,,,"Ruby on Rails",,AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,CoffeeScript,Jade,LESS,,SASS,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,,"Microsoft Azure",,,,"Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas",,"Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,,,Phonegap,,"2016-04-21 14:48:25","2016-04-21 15:04:02",dad3310b98
