Timestamp,Edad,Departamento en el que vives actualmente,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP],Qué lenguaje servidor prefieres,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver],"¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]",¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos],¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,Grado de instrucción,Situación laboral,¿Qué frameworks de JavaScript conoces?,Género,¿Qué sistema operativo usas principalmente para desarrollo web?,¿A través de qué medios aprendes sobre desarrollo web?,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript],¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)],"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos],¿Haces desarrollos para plataformas móviles? ¿Para cuáles? (NUEVO)
3/26/2014 0:07:00,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, Prototype",Masculino,Linux,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,4 a 6 años,No conozco,No conozco,No conozco,,,Android
3/26/2014 0:07:00,24 - 30 años,Callao,1 a 3 años,No conozco,No conozco,1 a 3 años,4 a 6 años,,4 a 6 años,4 a 6 años,1 a 3 años,4 a 6 años,,,,,,,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Cursos en línea",No conozco,No conozco,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 0:07:52,24 - 30 años,--Seleccione--,Menos de 1 año,No conozco,No conozco,1 a 3 años,Menos de 1 año,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI, Prototype",Masculino,Windows,"En la universidad o instituto, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,Menos de 1 año,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,"Android, Firefox OS, iOS"
3/26/2014 0:08:13,17 - 23 años,Lima,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,De 1501 a 2500,En universidad o instituto,No trabajo,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,"Android, Webapps móviles (en general)"
3/26/2014 0:08:24,17 - 23 años,Lima,1 a 3 años,Menos de 1 año,No conozco,1 a 3 años,Menos de 1 año,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, dojo, jQuery, jQuery UI, zepto.js (NUEVO)",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",1 a 3 años,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,"Android, Firefox OS, Windows Phone"
3/26/2014 0:08:37,17 - 23 años,Callao,No conozco,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,jQuery,Masculino,Linux,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,1 a 3 años,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 0:09:57,31 - 40 años,--Seleccione--,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 2501 a 3500,Maestría,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, backbone.js + chaplin.js (NUEVO), backbone.marionette.js (NUEVO), backbone.js + Thorax (NUEVO), dojo, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI, zepto.js (NUEVO)",Masculino,Linux,Seminarios web,Más de 6 años,Más de 6 años,Más de 6 años,,,Sí,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,Firefox OS
3/26/2014 0:10:19,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, backbone.marionette.js (NUEVO), dojo, ember.js (NUEVO), jQuery, jQuery UI, Prototype",Femenino,Linux,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,,Android
3/26/2014 0:10:49,24 - 30 años,La Libertad,4 a 6 años,No conozco,No conozco,1 a 3 años,4 a 6 años,,4 a 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype, YUI, zepto.js (NUEVO)",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,No conozco,4 a 6 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,"Firefox OS, Webapps móviles (en general)"
3/26/2014 0:10:53,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,De 3501 a 4500,En universidad o instituto,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, jQuery, MooTools",Masculino,Linux,Documentación en la web,Menos de 1 año,No conozco,1 a 3 años,,,Sí,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 0:11:08,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea",Menos de 1 año,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 0:11:19,24 - 30 años,Puno,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"backbone.js, jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",No conozco,No conozco,4 a 6 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,Android
3/26/2014 0:12:58,17 - 23 años,Lima,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,Menos de 1 año,4 a 6 años,No conozco,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 0:13:53,17 - 23 años,--Seleccione--,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 0:14:19,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,4 a 6 años,,Menos de 1 año,Más de 6 años,Menos de 1 año,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como independiente,jQuery,Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",No conozco,No conozco,1 a 3 años,,,No,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 0:14:32,24 - 30 años,--Seleccione--,Menos de 1 año,No conozco,No conozco,4 a 6 años,1 a 3 años,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente,"backbone.js, backbone.js + chaplin.js (NUEVO), backbone.marionette.js (NUEVO), backbone.js + Thorax (NUEVO), jQuery, jQuery UI, zepto.js (NUEVO)",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Más de 6 años,Más de 6 años,Más de 6 años,,,Sí,1 a 3 años,Menos de 1 año,No conozco,1 a 3 años,,,"Android, Firefox OS, Webapps móviles (en general)"
3/26/2014 0:14:43,17 - 23 años,--Seleccione--,1 a 3 años,Menos de 1 año,No conozco,1 a 3 años,4 a 6 años,,1 a 3 años,1 a 3 años,4 a 6 años,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,"Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,,,"Android, Webapps móviles (en general)"
3/26/2014 0:14:43,31 - 40 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,4 a 6 años,,1 a 3 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",Menos de 1 año,No conozco,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Android
3/26/2014 0:14:48,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,Menos de 1500 soles,Escolar,No trabajo,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Linux,"Libros, revistas y otras publicaciones impresas",No conozco,No conozco,Menos de 1 año,,,No,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,
3/26/2014 0:17:07,17 - 23 años,--Seleccione--,1 a 3 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,En la universidad o instituto,No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,Android
3/26/2014 0:18:19,17 - 23 años,Tacna,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), jQuery",Masculino,Windows,Documentación en la web,Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,,,"Android, Webapps móviles (en general), Windows Phone"
3/26/2014 0:19:07,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,
3/26/2014 0:19:20,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Linux,"En la universidad o instituto, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,No conozco,No conozco,No conozco,,,
3/26/2014 0:21:25,17 - 23 años,Áncash,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"AngularJS (NUEVO), jQuery",Masculino,Linux,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/26/2014 0:21:33,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js, jQuery, jQuery UI, Prototype",Femenino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,No conozco,No conozco,1 a 3 años,,,Webapps móviles (en general)
3/26/2014 0:22:00,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 3501 a 4500,Graduado de instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,Android
3/26/2014 0:23:27,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente,"backbone.js, jQuery, jQuery UI, zepto.js (NUEVO), RequireJS",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,,Sí,No conozco,1 a 3 años,No conozco,Menos de 1 año,,,"Android, Webapps móviles (en general)"
3/26/2014 0:23:47,12 - 16 años,La Libertad,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,4 a 6 años,1 a 3 años,4 a 6 años,,,,,,,,Menos de 1500 soles,Escolar,Trabajo como independiente,"dojo, jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Firefox OS
3/26/2014 0:24:04,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,jQuery,Masculino,Mac,"Seminarios web, Documentación en la web, Cursos en línea",No conozco,No conozco,Más de 6 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 0:28:05,17 - 23 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",1 a 3 años,No conozco,1 a 3 años,,,No,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 0:30:06,24 - 30 años,Lambayeque,1 a 3 años,No conozco,No conozco,Menos de 1 año,4 a 6 años,,4 a 6 años,4 a 6 años,1 a 3 años,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools",Femenino,Windows,"Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,Menos de 1 año,No conozco,,,Webapps móviles (en general)
3/26/2014 0:32:20,24 - 30 años,Lima,4 a 6 años,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,Más de 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,4 a 6 años,,,Sí,Más de 6 años,Menos de 1 año,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 0:34:48,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,No conozco,Más de 6 años,,4 a 6 años,4 a 6 años,No conozco,Más de 6 años,,,,,,,,De 1501 a 2500,Escolar,Trabajo como dependiente e independiente,jQuery,Masculino,Linux,"Documentación en la web, Cursos en línea",No conozco,No conozco,Más de 6 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,Android
3/26/2014 0:35:49,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), jQuery, jQuery UI, YUI",Masculino,Windows,"Seminarios web, Documentación en la web, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,Menos de 1 año,No conozco,,,Windows Phone
3/26/2014 0:38:26,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,Documentación en la web,No conozco,No conozco,Más de 6 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 0:38:37,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, jQuery UI, Prototype",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo",1 a 3 años,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,Webapps móviles (en general)
3/26/2014 0:42:43,51+ años,--Seleccione--,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,4 a 6 años,,,,,,,,De 9501 a 10500,Doctorado,Trabajo como dependiente e independiente,"AngularJS (NUEVO), jQuery",Masculino,Mac,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Más de 6 años,Más de 6 años,Más de 6 años,,,Sí,Más de 6 años,Más de 6 años,Más de 6 años,1 a 3 años,,,"iOS, Windows Phone"
3/26/2014 0:43:25,24 - 30 años,Arequipa,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI, YUI",Femenino,Linux,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,No conozco,,,Android
