"Timestamp","Edad","Departamento en el que vives actualmente","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP]","Qué lenguaje servidor prefieres","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos]","¿Cuál es tu ingreso mensual bruto en soles?","Grado de instrucción","Situación laboral","¿Qué frameworks de JavaScript conoces?","Sexo","¿Qué sistema operativo usas principalmente para desarrollo web?","¿A través de qué medios aprendes sobre desarrollo web?","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript]","¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)]","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos]"
3/5/2012 9:08:49,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","1 a 3 años","4 a 6 años",,"4 a 6 años","4 a 6 años","Menos de 1 año","4 a 6 años","1 a 3 años","1 a 3 años","1 año o menos","1 año o menos","1 año o menos","1 a 3 años",,"De 2501 a 3500","En universidad o instituto","Trabajo como dependiente e independiente","backbone.js (NUEVO), dojo, jQuery, jQuery UI, Prototype","Masculino","Windows","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","Menos de 1 año","4 a 6 años",,"1 año o menos","Sí","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"4 a 6 años"
3/5/2012 13:20:45,"24 - 30 años","--Seleccione--","4 a 6 años","1 a 3 años","Menos de 1 año","4 a 6 años","Más de 6 años",,"1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","Más de 6 años","Más de 6 años","Más de 6 años","4 a 6 años","1 año o menos","Más de 6 años",,"De 2501 a 3500","Graduado de instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI, Prototype","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","1 a 3 años","1 a 3 años",,"No conozco","Sí","1 a 3 años","Menos de 1 año","1 a 3 años","No conozco",,"Más de 6 años"
3/5/2012 13:52:55,"17 - 23 años","Puno","No conozco","No conozco","No conozco","1 a 3 años","1 a 3 años",,"Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","No trabajo","jQuery, jQuery UI","Masculino","Windows","Seminarios web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
3/5/2012 14:04:06,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","4 a 6 años","No conozco",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","1 año o menos","4 a 6 años","1 a 3 años","No conozco","No conozco","No conozco",,"De 2501 a 3500","Graduado de instituto","Trabajo como dependiente","dojo, jQuery","Masculino","Windows","Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
3/5/2012 14:06:24,"24 - 30 años","Lima","4 a 6 años","Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año",,"Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","4 a 6 años","No conozco","No conozco","1 a 3 años",,"De 3501 a 4500","Graduado de universidad","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas","Menos de 1 año","Menos de 1 año","1 a 3 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año",,"1 a 3 años"
3/5/2012 14:16:47,"17 - 23 años","Puno","Menos de 1 año","No conozco","No conozco","1 a 3 años","1 a 3 años",,"Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","4 a 6 años","1 a 3 años","1 año o menos","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo","1 a 3 años","Menos de 1 año","Menos de 1 año",,"No conozco","No","Menos de 1 año","No conozco","No conozco","No conozco",,"4 a 6 años"
3/5/2012 14:19:38,"24 - 30 años","Lima","4 a 6 años","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"4 a 6 años","1 a 3 años","No conozco","1 a 3 años","No conozco","1 año o menos","4 a 6 años","No conozco","No conozco","1 año o menos",,"De 3501 a 4500","Graduado de instituto","Trabajo como dependiente","jQuery","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas","No conozco","No conozco","4 a 6 años",,"No conozco","No","No conozco","Menos de 1 año","Menos de 1 año","No conozco",,"1 año o menos"
3/5/2012 14:45:15,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","4 a 6 años","Menos de 1 año",,"1 a 3 años","4 a 6 años","4 a 6 años","4 a 6 años","1 año o menos","1 a 3 años","1 año o menos","No conozco","No conozco","1 año o menos",,"De 3501 a 4500","En universidad o instituto","Trabajo como dependiente","jQuery, jQuery UI, MooTools, Prototype, script.aculo.us","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo","4 a 6 años","Menos de 1 año","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"4 a 6 años"
3/5/2012 14:54:24,"31 - 40 años","Lima","4 a 6 años","Menos de 1 año","No conozco","Más de 6 años","Menos de 1 año",,"Menos de 1 año","Más de 6 años","Menos de 1 año","Más de 6 años","1 año o menos","Más de 6 años","Más de 6 años","1 año o menos","No conozco","4 a 6 años",,"De 2501 a 3500","Maestría","Trabajo como dependiente e independiente","jQuery, jQuery UI, YUI","Masculino","Windows","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"Más de 6 años"
3/5/2012 15:41:30,"24 - 30 años","Lima","4 a 6 años","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"1 a 3 años","1 a 3 años","Menos de 1 año","4 a 6 años","1 año o menos","1 año o menos","4 a 6 años","No conozco","No conozco","1 año o menos",,"De 3501 a 4500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"1 año o menos"
3/5/2012 15:42:50,"24 - 30 años","Lima","1 a 3 años","No conozco","No conozco","4 a 6 años","1 a 3 años",,"1 a 3 años","1 a 3 años","No conozco","4 a 6 años","1 a 3 años","4 a 6 años","4 a 6 años","1 año o menos","1 año o menos","4 a 6 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI, YUI","Masculino","Linux","Documentación en la web, Libros, revistas y otras publicaciones impresas","No conozco","No conozco","1 a 3 años",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
3/5/2012 19:37:35,"24 - 30 años","Ica","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 año o menos","1 año o menos","No conozco","No conozco","No conozco",,"De 1501 a 2500","Maestría","Trabajo como dependiente e independiente","jQuery, Prototype, YUI","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","No","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco",,"1 a 3 años"
3/5/2012 21:08:09,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","1 a 3 años","1 año o menos","1 año o menos","1 año o menos","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de instituto","Trabajo como dependiente e independiente","jQuery","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"1 año o menos"
3/5/2012 21:24:56,"17 - 23 años","Puno","Menos de 1 año","No conozco","No conozco","Menos de 1 año","4 a 6 años",,"1 a 3 años","4 a 6 años","Menos de 1 año","4 a 6 años","1 año o menos","1 a 3 años","1 a 3 años","No conozco","No conozco","4 a 6 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","Menos de 1 año","4 a 6 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"4 a 6 años"
3/5/2012 23:24:17,"24 - 30 años","Cusco","1 a 3 años","Menos de 1 año","Menos de 1 año","1 a 3 años","4 a 6 años",,"4 a 6 años","4 a 6 años","Más de 6 años","Más de 6 años","4 a 6 años","4 a 6 años","4 a 6 años","4 a 6 años","4 a 6 años","4 a 6 años",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente e independiente","backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI","Masculino","Linux","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Autodidacta","4 a 6 años","1 a 3 años","Más de 6 años",,"No conozco","Sí","1 a 3 años","Menos de 1 año","Menos de 1 año","1 a 3 años",,"Más de 6 años"
3/5/2012 23:40:52,"31 - 40 años","Lima","No conozco","No conozco","No conozco","No conozco","4 a 6 años",,"No conozco","4 a 6 años","Menos de 1 año","1 a 3 años","4 a 6 años","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","No conozco","1 a 3 años",,"No conozco","No","Menos de 1 año","No conozco","No conozco","No conozco",,"1 a 3 años"
3/6/2012 9:56:59,"17 - 23 años","Lima","Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años","4 a 6 años",,"4 a 6 años","4 a 6 años","Menos de 1 año","4 a 6 años","1 año o menos","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)","Menos de 1 año","Menos de 1 año","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"4 a 6 años"
3/6/2012 9:59:14,"24 - 30 años","--Seleccione--","1 a 3 años","1 a 3 años","No conozco","Menos de 1 año","1 a 3 años",,"1 a 3 años","1 a 3 años","1 a 3 años","4 a 6 años","4 a 6 años","1 año o menos","1 a 3 años","1 año o menos","No conozco","1 año o menos",,"Menos de 1500 soles","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, MooTools","Femenino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea","Menos de 1 año","1 a 3 años","1 a 3 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"4 a 6 años"
3/6/2012 10:27:13,"24 - 30 años","Lima","1 a 3 años","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"1 a 3 años","1 a 3 años","Menos de 1 año","1 a 3 años","1 año o menos","1 año o menos","1 a 3 años","No conozco","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente","jQuery, jQuery UI, MooTools","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo","Menos de 1 año","Menos de 1 año","1 a 3 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco",,"1 a 3 años"
3/6/2012 11:12:05,"24 - 30 años","Lima","No conozco","No conozco","No conozco","4 a 6 años","Menos de 1 año",,"No conozco","4 a 6 años","Más de 6 años","Más de 6 años","Más de 6 años","No conozco","4 a 6 años","No conozco","No conozco","No conozco",,"De 1501 a 2500","Graduado de universidad","Trabajo como independiente","jQuery, MooTools","Femenino","Windows","Documentación en la web","Más de 6 años","No conozco","Más de 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
3/6/2012 11:19:52,"17 - 23 años","Huancavelica","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","No trabajo","jQuery, jQuery UI, MooTools","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","Sí","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"4 a 6 años"
3/6/2012 11:51:34,"24 - 30 años","Lima","No conozco","No conozco","No conozco","4 a 6 años","No conozco",,"1 a 3 años","1 a 3 años","No conozco","4 a 6 años","No conozco","4 a 6 años","No conozco","No conozco","No conozco","1 año o menos",,"De 4501 a 5500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI","Masculino","Windows","Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"4 a 6 años"
3/6/2012 12:27:08,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"No conozco","No conozco","No conozco","No conozco","1 año o menos","1 año o menos","1 a 3 años","No conozco","No conozco","1 año o menos",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","No conozco",,"No conozco","No","Menos de 1 año","Menos de 1 año","No conozco","No conozco",,"No conozco"
3/6/2012 13:11:16,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","1 año o menos","1 a 3 años","No conozco","1 año o menos","1 año o menos",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"No conozco","Sí","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"1 año o menos"
3/6/2012 14:29:32,"24 - 30 años","Ica","No conozco","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 año o menos","No conozco","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","No trabajo","jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","1 a 3 años","Menos de 1 año",,"No conozco","No","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"1 a 3 años"
3/6/2012 16:42:27,"31 - 40 años","Callao","1 a 3 años","No conozco","No conozco","No conozco","Más de 6 años",,"4 a 6 años","4 a 6 años","No conozco","Más de 6 años","1 a 3 años","1 año o menos","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente","dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us","Masculino","Windows","Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","Más de 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
3/6/2012 17:16:58,"12 - 16 años","Puno","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años",,"Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años",,"Más de 10500","Doctorado","Trabajo como dependiente e independiente","backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI","Femenino","Mac","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Más de 6 años","Más de 6 años","Más de 6 años",,"Más de 6 años","Sí","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años",,"Más de 6 años"
3/6/2012 23:39:05,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","4 a 6 años",,"4 a 6 años","4 a 6 años","1 a 3 años","4 a 6 años","4 a 6 años","1 año o menos","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, MooTools, Prototype, script.aculo.us","Masculino","Windows","Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","Más de 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
3/7/2012 0:35:48,"24 - 30 años","Cusco","Menos de 1 año","No conozco","No conozco","4 a 6 años","Más de 6 años",,"1 a 3 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","4 a 6 años","Más de 6 años","No conozco","No conozco","4 a 6 años",,"Menos de 1500 soles","En universidad o instituto","No trabajo","dojo, jQuery, jQuery UI","Masculino","Windows","Documentación en la web","4 a 6 años","4 a 6 años","Más de 6 años",,"No conozco","No","1 a 3 años","No conozco","4 a 6 años","No conozco",,"Más de 6 años"
3/7/2012 11:02:19,"17 - 23 años","Lima","1 a 3 años","No conozco","No conozco","4 a 6 años","Menos de 1 año",,"No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 año o menos","1 a 3 años","No conozco","No conozco","4 a 6 años",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente e independiente","script.aculo.us","Masculino","Windows","Documentación en la web, Cursos en línea","1 a 3 años","Menos de 1 año","Menos de 1 año",,"No conozco","No","Menos de 1 año","No conozco","No conozco","No conozco",,"Más de 6 años"
3/7/2012 11:42:46,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"1 a 3 años","1 a 3 años","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 año o menos","1 año o menos","1 año o menos",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web, Cursos en línea","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"No conozco"
3/7/2012 13:04:56,"17 - 23 años","Lima","No conozco","Menos de 1 año","No conozco","4 a 6 años","1 a 3 años",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","1 año o menos","1 a 3 años","4 a 6 años","1 año o menos","1 año o menos","4 a 6 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO), listas en internet","1 a 3 años","No conozco","1 a 3 años",,"1 año o menos","Sí","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año",,"Más de 6 años"
3/7/2012 20:23:45,"31 - 40 años","Cajamarca","Menos de 1 año","No conozco","No conozco","Menos de 1 año","4 a 6 años",,"4 a 6 años","1 a 3 años","No conozco","4 a 6 años","1 año o menos","1 año o menos","1 año o menos","1 año o menos","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","backbone.js (NUEVO), jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea","Menos de 1 año","Menos de 1 año","4 a 6 años",,"No conozco","No","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año",,"1 año o menos"
3/7/2012 23:10:54,"31 - 40 años","Lima","No conozco","No conozco","No conozco","4 a 6 años","No conozco",,"4 a 6 años","4 a 6 años","No conozco","Menos de 1 año","1 año o menos","4 a 6 años","No conozco","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","dojo, jQuery","Femenino","Windows","Documentación en la web, Cursos en línea","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","No conozco","Menos de 1 año","No conozco","No conozco",,"1 año o menos"
3/8/2012 1:28:16,"17 - 23 años","Ica","1 a 3 años","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","1 año o menos","No conozco","1 a 3 años","No conozco","No conozco","1 año o menos",,"Menos de 1500 soles","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, MooTools","Femenino","Windows","Documentación en la web, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","No","No conozco","No conozco","Menos de 1 año","No conozco",,"1 año o menos"
3/8/2012 10:04:01,"24 - 30 años","Lambayeque","Menos de 1 año","No conozco","No conozco","1 a 3 años","1 a 3 años",,"Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","4 a 6 años","1 año o menos","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI","Masculino","Linux","Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"Más de 6 años"
3/8/2012 15:51:31,"24 - 30 años","Cusco","1 a 3 años","No conozco","No conozco","1 a 3 años","No conozco",,"Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","1 año o menos","1 a 3 años","1 a 3 años","No conozco","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de universidad","Trabajo como independiente","dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us","Masculino","Windows","Documentación en la web, foros y tutoriales online","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"No conozco"
3/9/2012 4:24:37,"17 - 23 años","Lima","No conozco","No conozco","No conozco","No conozco","Menos de 1 año",,"No conozco","Menos de 1 año","No conozco","4 a 6 años","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,"--Seleccione--","En universidad o instituto","No trabajo",,"Masculino","Linux","Documentación en la web","No conozco","No conozco","Menos de 1 año",,"No conozco","No","1 a 3 años","No conozco","No conozco","No conozco",,"4 a 6 años"
3/9/2012 18:49:45,"24 - 30 años","Lima","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"4 a 6 años","Menos de 1 año","No conozco","1 a 3 años","No conozco","1 año o menos","1 a 3 años","1 año o menos","No conozco","No conozco",,"De 1501 a 2500","Maestría","Trabajo como independiente","jQuery, jQuery UI","Masculino","Linux","Libros, revistas y otras publicaciones impresas","No conozco","No conozco","1 a 3 años",,"No conozco","No","4 a 6 años","No conozco","No conozco","No conozco",,"4 a 6 años"
